Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento)
(s);(mm);(kN);(MPa);(%)
"261,0";"4,3";"10,1";"232,9";"4,3"
"261,0";"4,3";"10,1";"232,9";"4,3"
"261,1";"4,4";"10,1";"233,0";"4,4"
"261,1";"4,4";"10,1";"233,0";"4,4"
"261,1";"4,4";"10,1";"233,0";"4,4"
"261,1";"4,4";"10,1";"232,9";"4,4"
"261,1";"4,4";"10,1";"232,7";"4,4"
"261,2";"4,4";"10,1";"232,3";"4,4"
"261,2";"4,4";"10,0";"231,3";"4,4"
"261,2";"4,4";"10,0";"229,7";"4,4"
"261,2";"4,4";"9,9";"228,4";"4,4"
"261,2";"4,4";"9,9";"227,7";"4,4"
"261,3";"4,4";"9,9";"227,5";"4,4"
"261,3";"4,4";"9,9";"227,6";"4,4"
"261,3";"4,4";"9,9";"227,6";"4,4"
"261,3";"4,4";"9,9";"227,7";"4,4"
"261,3";"4,4";"9,9";"227,8";"4,4"
"261,4";"4,4";"9,9";"227,8";"4,4"
"261,4";"4,4";"9,9";"227,9";"4,4"
"261,4";"4,4";"9,9";"228,0";"4,4"
"261,4";"4,4";"9,9";"228,1";"4,4"
"261,4";"4,4";"9,9";"228,2";"4,4"
"261,5";"4,4";"9,9";"228,3";"4,4"
"261,5";"4,4";"9,9";"228,5";"4,4"
"261,5";"4,4";"9,9";"228,6";"4,4"
"261,5";"4,4";"9,9";"228,7";"4,4"
"261,5";"4,4";"9,9";"228,9";"4,4"
"261,6";"4,4";"9,9";"229,0";"4,4"
"261,6";"4,4";"9,9";"229,1";"4,4"
"261,6";"4,4";"9,9";"229,3";"4,4"
"261,6";"4,4";"9,9";"229,4";"4,4"
"261,6";"4,4";"10,0";"229,5";"4,4"
"261,7";"4,4";"10,0";"229,6";"4,4"
"261,7";"4,4";"10,0";"229,7";"4,4"
"261,7";"4,4";"10,0";"229,9";"4,4"
"261,7";"4,4";"10,0";"230,0";"4,4"
"261,7";"4,4";"10,0";"230,1";"4,4"
"261,8";"4,4";"10,0";"230,2";"4,4"
"261,8";"4,4";"10,0";"230,3";"4,4"
"261,8";"4,4";"10,0";"230,5";"4,4"
"261,8";"4,4";"10,0";"230,6";"4,4"
"261,8";"4,4";"10,0";"230,7";"4,4"
"261,9";"4,4";"10,0";"230,9";"4,4"
"261,9";"4,4";"10,0";"231,0";"4,4"
"261,9";"4,4";"10,0";"231,1";"4,4"
"261,9";"4,4";"10,0";"231,2";"4,4"
"261,9";"4,4";"10,0";"231,4";"4,4"
"262,0";"4,4";"10,0";"231,5";"4,4"
"262,0";"4,4";"10,0";"231,6";"4,4"
"262,0";"4,4";"10,0";"231,7";"4,4"
"262,0";"4,4";"10,1";"231,8";"4,4"
"262,0";"4,4";"10,1";"231,9";"4,4"
"262,1";"4,4";"10,1";"232,0";"4,4"
"262,1";"4,4";"10,1";"232,1";"4,4"
"262,1";"4,4";"10,1";"232,2";"4,4"
"262,1";"4,4";"10,1";"232,3";"4,4"
"262,1";"4,4";"10,1";"232,4";"4,4"
"262,2";"4,4";"10,1";"232,5";"4,4"
"262,2";"4,4";"10,1";"232,6";"4,4"
"262,2";"4,4";"10,1";"232,7";"4,4"
"262,2";"4,4";"10,1";"232,8";"4,4"
"262,2";"4,4";"10,1";"232,9";"4,4"
"262,3";"4,4";"10,1";"232,9";"4,4"
"262,3";"4,4";"10,1";"232,9";"4,4"
"262,3";"4,4";"10,1";"232,9";"4,4"
"262,3";"4,4";"10,1";"232,9";"4,4"
"262,3";"4,4";"10,1";"232,7";"4,4"
"262,4";"4,4";"10,1";"232,5";"4,4"
"262,4";"4,4";"10,1";"232,0";"4,4"
"262,4";"4,4";"10,0";"230,8";"4,4"
"262,4";"4,4";"9,9";"229,2";"4,4"
"262,4";"4,4";"9,9";"228,1";"4,4"
"262,5";"4,4";"9,9";"227,6";"4,4"
"262,5";"4,4";"9,9";"227,5";"4,4"
"262,5";"4,4";"9,9";"227,5";"4,4"
"262,5";"4,4";"9,9";"227,6";"4,4"
"262,5";"4,4";"9,9";"227,7";"4,4"
"262,6";"4,4";"9,9";"227,7";"4,4"
"262,6";"4,4";"9,9";"227,8";"4,4"
"262,6";"4,4";"9,9";"227,9";"4,4"
"262,6";"4,4";"9,9";"228,0";"4,4"
"262,6";"4,4";"9,9";"228,1";"4,4"
"262,7";"4,4";"9,9";"228,2";"4,4"
"262,7";"4,4";"9,9";"228,3";"4,4"
"262,7";"4,4";"9,9";"228,5";"4,4"
"262,7";"4,4";"9,9";"228,6";"4,4"
"262,7";"4,4";"9,9";"228,7";"4,4"
"262,8";"4,4";"9,9";"228,9";"4,4"
"262,8";"4,4";"9,9";"229,0";"4,4"
"262,8";"4,4";"9,9";"229,1";"4,4"
"262,8";"4,4";"9,9";"229,2";"4,4"
"262,8";"4,4";"9,9";"229,4";"4,4"
"262,9";"4,4";"10,0";"229,5";"4,4"
"262,9";"4,4";"10,0";"229,6";"4,4"
"262,9";"4,4";"10,0";"229,7";"4,4"
"262,9";"4,4";"10,0";"229,8";"4,4"
"262,9";"4,4";"10,0";"229,9";"4,4"
"263,0";"4,4";"10,0";"230,1";"4,4"
"263,0";"4,4";"10,0";"230,2";"4,4"
"263,0";"4,4";"10,0";"230,4";"4,4"
"263,0";"4,4";"10,0";"230,5";"4,4"
"263,0";"4,4";"10,0";"230,6";"4,4"
"263,1";"4,4";"10,0";"230,8";"4,4"
"263,1";"4,4";"10,0";"230,9";"4,4"
"263,1";"4,4";"10,0";"231,0";"4,4"
"263,1";"4,4";"10,0";"231,1";"4,4"
"263,1";"4,4";"10,0";"231,2";"4,4"
"263,2";"4,4";"10,0";"231,3";"4,4"
"263,2";"4,4";"10,0";"231,4";"4,4"
"263,2";"4,4";"10,0";"231,6";"4,4"
"263,2";"4,4";"10,0";"231,7";"4,4"
"263,2";"4,4";"10,1";"231,8";"4,4"
"263,3";"4,4";"10,1";"231,9";"4,4"
"263,3";"4,4";"10,1";"232,0";"4,4"
"263,3";"4,4";"10,1";"232,1";"4,4"
"263,3";"4,4";"10,1";"232,3";"4,4"
"263,3";"4,4";"10,1";"232,4";"4,4"
"263,4";"4,4";"10,1";"232,5";"4,4"
"263,4";"4,4";"10,1";"232,6";"4,4"
"263,4";"4,4";"10,1";"232,6";"4,4"
"263,4";"4,4";"10,1";"232,7";"4,4"
"263,4";"4,4";"10,1";"232,7";"4,4"
"263,5";"4,4";"10,1";"232,8";"4,4"
"263,5";"4,4";"10,1";"232,8";"4,4"
"263,5";"4,4";"10,1";"232,8";"4,4"
"263,5";"4,4";"10,1";"232,8";"4,4"
"263,5";"4,4";"10,1";"232,8";"4,4"
"263,6";"4,4";"10,1";"232,6";"4,4"
"263,6";"4,4";"10,1";"232,3";"4,4"
"263,6";"4,4";"10,0";"231,5";"4,4"
"263,6";"4,4";"10,0";"229,9";"4,4"
"263,6";"4,4";"9,9";"228,4";"4,4"
"263,7";"4,4";"9,9";"227,6";"4,4"
"263,7";"4,4";"9,9";"227,4";"4,4"
"263,7";"4,4";"9,9";"227,3";"4,4"
"263,7";"4,4";"9,9";"227,4";"4,4"
"263,7";"4,4";"9,9";"227,4";"4,4"
"263,8";"4,4";"9,9";"227,5";"4,4"
"263,8";"4,4";"9,9";"227,6";"4,4"
"263,8";"4,4";"9,9";"227,7";"4,4"
"263,8";"4,4";"9,9";"227,8";"4,4"
"263,8";"4,4";"9,9";"227,9";"4,4"
"263,9";"4,4";"9,9";"228,0";"4,4"
"263,9";"4,4";"9,9";"228,1";"4,4"
"263,9";"4,4";"9,9";"228,3";"4,4"
"263,9";"4,4";"9,9";"228,4";"4,4"
"263,9";"4,4";"9,9";"228,5";"4,4"
"264,0";"4,4";"9,9";"228,7";"4,4"
"264,0";"4,4";"9,9";"228,8";"4,4"
"264,0";"4,4";"9,9";"228,9";"4,4"
"264,0";"4,4";"9,9";"229,0";"4,4"
"264,0";"4,4";"9,9";"229,1";"4,4"
"264,1";"4,4";"9,9";"229,2";"4,4"
"264,1";"4,4";"9,9";"229,4";"4,4"
"264,1";"4,4";"10,0";"229,5";"4,4"
"264,1";"4,4";"10,0";"229,6";"4,4"
"264,1";"4,4";"10,0";"229,8";"4,4"
"264,2";"4,4";"10,0";"229,9";"4,4"
"264,2";"4,4";"10,0";"230,0";"4,4"
"264,2";"4,4";"10,0";"230,2";"4,4"
"264,2";"4,4";"10,0";"230,3";"4,4"
"264,2";"4,4";"10,0";"230,4";"4,4"
"264,3";"4,4";"10,0";"230,5";"4,4"
"264,3";"4,4";"10,0";"230,7";"4,4"
"264,3";"4,4";"10,0";"230,8";"4,4"
"264,3";"4,4";"10,0";"230,9";"4,4"
"264,3";"4,4";"10,0";"231,0";"4,4"
"264,4";"4,4";"10,0";"231,1";"4,4"
"264,4";"4,4";"10,0";"231,2";"4,4"
"264,4";"4,4";"10,0";"231,3";"4,4"
"264,4";"4,4";"10,0";"231,5";"4,4"
"264,4";"4,4";"10,0";"231,6";"4,4"
"264,5";"4,4";"10,1";"231,7";"4,4"
"264,5";"4,4";"10,1";"231,8";"4,4"
"264,5";"4,4";"10,1";"232,0";"4,4"
"264,5";"4,4";"10,1";"232,1";"4,4"
"264,5";"4,4";"10,1";"232,2";"4,4"
"264,6";"4,4";"10,1";"232,3";"4,4"
"264,6";"4,4";"10,1";"232,4";"4,4"
"264,6";"4,4";"10,1";"232,4";"4,4"
"264,6";"4,4";"10,1";"232,5";"4,4"
"264,6";"4,4";"10,1";"232,6";"4,4"
"264,7";"4,4";"10,1";"232,6";"4,4"
"264,7";"4,4";"10,1";"232,7";"4,4"
"264,7";"4,4";"10,1";"232,7";"4,4"
"264,7";"4,4";"10,1";"232,8";"4,4"
"264,7";"4,4";"10,1";"232,8";"4,4"
"264,8";"4,4";"10,1";"232,8";"4,4"
"264,8";"4,4";"10,1";"232,6";"4,4"
"264,8";"4,4";"10,1";"232,2";"4,4"
"264,8";"4,4";"10,0";"230,9";"4,4"
"264,8";"4,4";"9,9";"229,1";"4,4"
"264,9";"4,4";"9,9";"227,8";"4,4"
"264,9";"4,4";"9,9";"227,3";"4,4"
"264,9";"4,4";"9,9";"227,2";"4,4"
"264,9";"4,4";"9,9";"227,2";"4,4"
"264,9";"4,4";"9,9";"227,3";"4,4"
"265,0";"4,4";"9,9";"227,3";"4,4"
"265,0";"4,4";"9,9";"227,4";"4,4"
"265,0";"4,4";"9,9";"227,5";"4,4"
"265,0";"4,4";"9,9";"227,6";"4,4"
"265,0";"4,4";"9,9";"227,7";"4,4"
"265,1";"4,4";"9,9";"227,9";"4,4"
"265,1";"4,4";"9,9";"228,0";"4,4"
"265,1";"4,4";"9,9";"228,1";"4,4"
"265,1";"4,4";"9,9";"228,2";"4,4"
"265,1";"4,4";"9,9";"228,4";"4,4"
"265,2";"4,4";"9,9";"228,5";"4,4"
"265,2";"4,4";"9,9";"228,6";"4,4"
"265,2";"4,4";"9,9";"228,7";"4,4"
"265,2";"4,4";"9,9";"228,8";"4,4"
"265,2";"4,4";"9,9";"228,9";"4,4"
"265,3";"4,4";"9,9";"229,0";"4,4"
"265,3";"4,4";"9,9";"229,2";"4,4"
"265,3";"4,4";"9,9";"229,3";"4,4"
"265,3";"4,4";"10,0";"229,4";"4,4"
"265,3";"4,4";"10,0";"229,6";"4,4"
"265,4";"4,4";"10,0";"229,7";"4,4"
"265,4";"4,4";"10,0";"229,9";"4,4"
"265,4";"4,4";"10,0";"230,0";"4,4"
"265,4";"4,4";"10,0";"230,1";"4,4"
"265,4";"4,4";"10,0";"230,2";"4,4"
"265,5";"4,4";"10,0";"230,3";"4,4"
"265,5";"4,4";"10,0";"230,5";"4,4"
"265,5";"4,4";"10,0";"230,6";"4,4"
"265,5";"4,4";"10,0";"230,7";"4,4"
"265,5";"4,4";"10,0";"230,8";"4,4"
"265,6";"4,4";"10,0";"230,9";"4,4"
"265,6";"4,4";"10,0";"231,1";"4,4"
"265,6";"4,4";"10,0";"231,2";"4,4"
"265,6";"4,4";"10,0";"231,3";"4,4"
"265,6";"4,4";"10,0";"231,5";"4,4"
"265,7";"4,4";"10,0";"231,6";"4,4"
"265,7";"4,4";"10,0";"231,7";"4,4"
"265,7";"4,4";"10,1";"231,8";"4,4"
"265,7";"4,4";"10,1";"231,9";"4,4"
"265,7";"4,4";"10,1";"232,0";"4,4"
"265,8";"4,4";"10,1";"232,1";"4,4"
"265,8";"4,4";"10,1";"232,2";"4,4"
"265,8";"4,4";"10,1";"232,2";"4,4"
"265,8";"4,4";"10,1";"232,3";"4,4"
"265,8";"4,4";"10,1";"232,4";"4,4"
"265,9";"4,4";"10,1";"232,5";"4,4"
"265,9";"4,4";"10,1";"232,6";"4,4"
"265,9";"4,4";"10,1";"232,6";"4,4"
"265,9";"4,4";"10,1";"232,7";"4,4"
"265,9";"4,4";"10,1";"232,7";"4,4"
"266,0";"4,4";"10,1";"232,7";"4,4"
"266,0";"4,4";"10,1";"232,5";"4,4"
"266,0";"4,4";"10,1";"232,2";"4,4"
"266,0";"4,4";"10,0";"231,2";"4,4"
"266,0";"4,4";"10,0";"229,5";"4,4"
"266,1";"4,4";"9,9";"228,0";"4,4"
"266,1";"4,4";"9,9";"227,3";"4,4"
"266,1";"4,4";"9,9";"227,1";"4,4"
"266,1";"4,4";"9,9";"227,1";"4,4"
"266,1";"4,4";"9,9";"227,2";"4,4"
"266,2";"4,4";"9,9";"227,3";"4,4"
"266,2";"4,4";"9,9";"227,4";"4,4"
"266,2";"4,4";"9,9";"227,5";"4,4"
"266,2";"4,4";"9,9";"227,6";"4,4"
"266,2";"4,4";"9,9";"227,7";"4,4"
"266,3";"4,4";"9,9";"227,8";"4,4"
"266,3";"4,4";"9,9";"227,9";"4,4"
"266,3";"4,4";"9,9";"228,1";"4,4"
"266,3";"4,4";"9,9";"228,2";"4,4"
"266,3";"4,4";"9,9";"228,3";"4,4"
"266,4";"4,4";"9,9";"228,4";"4,4"
"266,4";"4,4";"9,9";"228,5";"4,4"
"266,4";"4,4";"9,9";"228,6";"4,4"
"266,4";"4,4";"9,9";"228,7";"4,4"
"266,4";"4,4";"9,9";"228,9";"4,4"
"266,5";"4,4";"9,9";"229,0";"4,4"
"266,5";"4,4";"9,9";"229,1";"4,4"
"266,5";"4,4";"9,9";"229,3";"4,4"
"266,5";"4,4";"10,0";"229,4";"4,4"
"266,5";"4,4";"10,0";"229,6";"4,4"
"266,6";"4,4";"10,0";"229,7";"4,4"
"266,6";"4,4";"10,0";"229,8";"4,4"
"266,6";"4,4";"10,0";"229,9";"4,4"
"266,6";"4,4";"10,0";"230,1";"4,4"
"266,6";"4,4";"10,0";"230,2";"4,4"
"266,7";"4,4";"10,0";"230,3";"4,4"
"266,7";"4,4";"10,0";"230,4";"4,4"
"266,7";"4,4";"10,0";"230,5";"4,4"
"266,7";"4,4";"10,0";"230,6";"4,4"
"266,7";"4,4";"10,0";"230,8";"4,4"
"266,8";"4,4";"10,0";"230,9";"4,4"
"266,8";"4,4";"10,0";"231,0";"4,4"
"266,8";"4,4";"10,0";"231,2";"4,4"
"266,8";"4,4";"10,0";"231,3";"4,4"
"266,8";"4,4";"10,0";"231,4";"4,4"
"266,9";"4,4";"10,0";"231,5";"4,4"
"266,9";"4,4";"10,0";"231,6";"4,4"
"266,9";"4,4";"10,1";"231,7";"4,4"
"266,9";"4,4";"10,1";"231,8";"4,4"
"266,9";"4,4";"10,1";"231,9";"4,4"
"267,0";"4,4";"10,1";"232,0";"4,4"
"267,0";"4,4";"10,1";"232,1";"4,4"
"267,0";"4,4";"10,1";"232,2";"4,4"
"267,0";"4,4";"10,1";"232,3";"4,4"
"267,0";"4,4";"10,1";"232,3";"4,4"
"267,1";"4,5";"10,1";"232,4";"4,5"
"267,1";"4,5";"10,1";"232,5";"4,5"
"267,1";"4,5";"10,1";"232,6";"4,5"
"267,1";"4,5";"10,1";"232,6";"4,5"
"267,1";"4,5";"10,1";"232,6";"4,5"
"267,2";"4,5";"10,1";"232,5";"4,5"
"267,2";"4,5";"10,1";"232,3";"4,5"
"267,2";"4,5";"10,1";"231,8";"4,5"
"267,2";"4,5";"10,0";"230,6";"4,5"
"267,2";"4,5";"9,9";"228,9";"4,5"
"267,3";"4,5";"9,9";"227,7";"4,5"
"267,3";"4,5";"9,9";"227,2";"4,5"
"267,3";"4,5";"9,8";"227,1";"4,5"
"267,3";"4,5";"9,9";"227,1";"4,5"
"267,3";"4,5";"9,9";"227,2";"4,5"
"267,4";"4,5";"9,9";"227,3";"4,5"
"267,4";"4,5";"9,9";"227,4";"4,5"
"267,4";"4,5";"9,9";"227,5";"4,5"
"267,4";"4,5";"9,9";"227,6";"4,5"
"267,4";"4,5";"9,9";"227,7";"4,5"
"267,5";"4,5";"9,9";"227,8";"4,5"
"267,5";"4,5";"9,9";"227,9";"4,5"
"267,5";"4,5";"9,9";"228,0";"4,5"
"267,5";"4,5";"9,9";"228,1";"4,5"
"267,5";"4,5";"9,9";"228,2";"4,5"
"267,6";"4,5";"9,9";"228,3";"4,5"
"267,6";"4,5";"9,9";"228,4";"4,5"
"267,6";"4,5";"9,9";"228,6";"4,5"
"267,6";"4,5";"9,9";"228,7";"4,5"
"267,6";"4,5";"9,9";"228,9";"4,5"
"267,7";"4,5";"9,9";"229,0";"4,5"
"267,7";"4,5";"9,9";"229,1";"4,5"
"267,7";"4,5";"9,9";"229,3";"4,5"
"267,7";"4,5";"9,9";"229,4";"4,5"
"267,7";"4,5";"10,0";"229,5";"4,5"
"267,8";"4,5";"10,0";"229,6";"4,5"
"267,8";"4,5";"10,0";"229,8";"4,5"
"267,8";"4,5";"10,0";"229,9";"4,5"
"267,8";"4,5";"10,0";"230,0";"4,5"
"267,8";"4,5";"10,0";"230,1";"4,5"
"267,9";"4,5";"10,0";"230,2";"4,5"
"267,9";"4,5";"10,0";"230,3";"4,5"
"267,9";"4,5";"10,0";"230,5";"4,5"
"267,9";"4,5";"10,0";"230,6";"4,5"
"267,9";"4,5";"10,0";"230,7";"4,5"
"268,0";"4,5";"10,0";"230,9";"4,5"
"268,0";"4,5";"10,0";"231,0";"4,5"
"268,0";"4,5";"10,0";"231,1";"4,5"
"268,0";"4,5";"10,0";"231,2";"4,5"
"268,0";"4,5";"10,0";"231,3";"4,5"
"268,1";"4,5";"10,0";"231,4";"4,5"
"268,1";"4,5";"10,0";"231,5";"4,5"
"268,1";"4,5";"10,0";"231,6";"4,5"
"268,1";"4,5";"10,1";"231,7";"4,5"
"268,1";"4,5";"10,1";"231,8";"4,5"
"268,2";"4,5";"10,1";"231,9";"4,5"
"268,2";"4,5";"10,1";"232,0";"4,5"
"268,2";"4,5";"10,1";"232,1";"4,5"
"268,2";"4,5";"10,1";"232,2";"4,5"
"268,2";"4,5";"10,1";"232,3";"4,5"
"268,3";"4,5";"10,1";"232,4";"4,5"
"268,3";"4,5";"10,1";"232,4";"4,5"
"268,3";"4,5";"10,1";"232,5";"4,5"
"268,3";"4,5";"10,1";"232,5";"4,5"
"268,3";"4,5";"10,1";"232,4";"4,5"
"268,4";"4,5";"10,1";"232,3";"4,5"
"268,4";"4,5";"10,1";"231,9";"4,5"
"268,4";"4,5";"10,0";"230,9";"4,5"
"268,4";"4,5";"9,9";"229,1";"4,5"
"268,4";"4,5";"9,9";"227,7";"4,5"
"268,5";"4,5";"9,8";"227,0";"4,5"
"268,5";"4,5";"9,8";"226,9";"4,5"
"268,5";"4,5";"9,8";"226,9";"4,5"
"268,5";"4,5";"9,8";"226,9";"4,5"
"268,5";"4,5";"9,8";"227,0";"4,5"
"268,6";"4,5";"9,9";"227,1";"4,5"
"268,6";"4,5";"9,9";"227,2";"4,5"
"268,6";"4,5";"9,9";"227,3";"4,5"
"268,6";"4,5";"9,9";"227,4";"4,5"
"268,6";"4,5";"9,9";"227,5";"4,5"
"268,7";"4,5";"9,9";"227,6";"4,5"
"268,7";"4,5";"9,9";"227,7";"4,5"
"268,7";"4,5";"9,9";"227,8";"4,5"
"268,7";"4,5";"9,9";"227,9";"4,5"
"268,7";"4,5";"9,9";"228,0";"4,5"
"268,8";"4,5";"9,9";"228,2";"4,5"
"268,8";"4,5";"9,9";"228,3";"4,5"
"268,8";"4,5";"9,9";"228,5";"4,5"
"268,8";"4,5";"9,9";"228,6";"4,5"
"268,8";"4,5";"9,9";"228,7";"4,5"
"268,9";"4,5";"9,9";"228,9";"4,5"
"268,9";"4,5";"9,9";"229,0";"4,5"
"268,9";"4,5";"9,9";"229,1";"4,5"
"268,9";"4,5";"9,9";"229,2";"4,5"
"268,9";"4,5";"9,9";"229,4";"4,5"
"269,0";"4,5";"10,0";"229,5";"4,5"
"269,0";"4,5";"10,0";"229,6";"4,5"
"269,0";"4,5";"10,0";"229,7";"4,5"
"269,0";"4,5";"10,0";"229,8";"4,5"
"269,0";"4,5";"10,0";"229,9";"4,5"
"269,1";"4,5";"10,0";"230,1";"4,5"
"269,1";"4,5";"10,0";"230,2";"4,5"
"269,1";"4,5";"10,0";"230,3";"4,5"
"269,1";"4,5";"10,0";"230,5";"4,5"
"269,1";"4,5";"10,0";"230,6";"4,5"
"269,2";"4,5";"10,0";"230,7";"4,5"
"269,2";"4,5";"10,0";"230,9";"4,5"
"269,2";"4,5";"10,0";"231,0";"4,5"
"269,2";"4,5";"10,0";"231,1";"4,5"
"269,2";"4,5";"10,0";"231,2";"4,5"
"269,3";"4,5";"10,0";"231,3";"4,5"
"269,3";"4,5";"10,0";"231,4";"4,5"
"269,3";"4,5";"10,0";"231,5";"4,5"
"269,3";"4,5";"10,0";"231,6";"4,5"
"269,3";"4,5";"10,0";"231,7";"4,5"
"269,4";"4,5";"10,1";"231,8";"4,5"
"269,4";"4,5";"10,1";"231,9";"4,5"
"269,4";"4,5";"10,1";"232,0";"4,5"
"269,4";"4,5";"10,1";"232,1";"4,5"
"269,4";"4,5";"10,1";"232,2";"4,5"
"269,5";"4,5";"10,1";"232,2";"4,5"
"269,5";"4,5";"10,1";"232,3";"4,5"
"269,5";"4,5";"10,1";"232,3";"4,5"
"269,5";"4,5";"10,1";"232,2";"4,5"
"269,5";"4,5";"10,1";"232,1";"4,5"
"269,6";"4,5";"10,1";"231,9";"4,5"
"269,6";"4,5";"10,0";"231,2";"4,5"
"269,6";"4,5";"10,0";"229,7";"4,5"
"269,6";"4,5";"9,9";"228,1";"4,5"
"269,6";"4,5";"9,8";"227,1";"4,5"
"269,7";"4,5";"9,8";"226,7";"4,5"
"269,7";"4,5";"9,8";"226,7";"4,5"
"269,7";"4,5";"9,8";"226,7";"4,5"
"269,7";"4,5";"9,8";"226,8";"4,5"
"269,7";"4,5";"9,8";"226,9";"4,5"
"269,8";"4,5";"9,8";"227,0";"4,5"
"269,8";"4,5";"9,8";"227,1";"4,5"
"269,8";"4,5";"9,9";"227,2";"4,5"
"269,8";"4,5";"9,9";"227,3";"4,5"
"269,8";"4,5";"9,9";"227,4";"4,5"
"269,9";"4,5";"9,9";"227,5";"4,5"
"269,9";"4,5";"9,9";"227,6";"4,5"
"269,9";"4,5";"9,9";"227,7";"4,5"
"269,9";"4,5";"9,9";"227,8";"4,5"
"269,9";"4,5";"9,9";"228,0";"4,5"
"270,0";"4,5";"9,9";"228,1";"4,5"
"270,0";"4,5";"9,9";"228,2";"4,5"
"270,0";"4,5";"9,9";"228,4";"4,5"
"270,0";"4,5";"9,9";"228,5";"4,5"
"270,0";"4,5";"9,9";"228,6";"4,5"
"270,1";"4,5";"9,9";"228,8";"4,5"
"270,1";"4,5";"9,9";"228,9";"4,5"
"270,1";"4,5";"9,9";"229,0";"4,5"
"270,1";"4,5";"9,9";"229,1";"4,5"
"270,1";"4,5";"9,9";"229,2";"4,5"
"270,2";"4,5";"9,9";"229,4";"4,5"
"270,2";"4,5";"10,0";"229,5";"4,5"
"270,2";"4,5";"10,0";"229,6";"4,5"
"270,2";"4,5";"10,0";"229,7";"4,5"
"270,2";"4,5";"10,0";"229,9";"4,5"
"270,3";"4,5";"10,0";"230,0";"4,5"
"270,3";"4,5";"10,0";"230,2";"4,5"
"270,3";"4,5";"10,0";"230,3";"4,5"
"270,3";"4,5";"10,0";"230,4";"4,5"
"270,3";"4,5";"10,0";"230,5";"4,5"
"270,4";"4,5";"10,0";"230,6";"4,5"
"270,4";"4,5";"10,0";"230,7";"4,5"
"270,4";"4,5";"10,0";"230,8";"4,5"
"270,4";"4,5";"10,0";"230,9";"4,5"
"270,4";"4,5";"10,0";"231,0";"4,5"
"270,5";"4,5";"10,0";"231,1";"4,5"
"270,5";"4,5";"10,0";"231,2";"4,5"
"270,5";"4,5";"10,0";"231,3";"4,5"
"270,5";"4,5";"10,0";"231,5";"4,5"
"270,5";"4,5";"10,0";"231,6";"4,5"
"270,6";"4,5";"10,0";"231,7";"4,5"
"270,6";"4,5";"10,1";"231,8";"4,5"
"270,6";"4,5";"10,1";"231,8";"4,5"
"270,6";"4,5";"10,1";"231,9";"4,5"
"270,6";"4,5";"10,1";"232,0";"4,5"
"270,7";"4,5";"10,1";"232,0";"4,5"
"270,7";"4,5";"10,1";"232,0";"4,5"
"270,7";"4,5";"10,1";"232,0";"4,5"
"270,7";"4,5";"10,1";"231,9";"4,5"
"270,7";"4,5";"10,0";"231,6";"4,5"
"270,8";"4,5";"10,0";"231,0";"4,5"
"270,8";"4,5";"10,0";"229,7";"4,5"
"270,8";"4,5";"9,9";"228,0";"4,5"
"270,8";"4,5";"9,8";"227,0";"4,5"
"270,8";"4,5";"9,8";"226,6";"4,5"
"270,9";"4,5";"9,8";"226,6";"4,5"
"270,9";"4,5";"9,8";"226,6";"4,5"
"270,9";"4,5";"9,8";"226,7";"4,5"
"270,9";"4,5";"9,8";"226,7";"4,5"
"270,9";"4,5";"9,8";"226,8";"4,5"
"271,0";"4,5";"9,8";"226,9";"4,5"
"271,0";"4,5";"9,8";"227,0";"4,5"
"271,0";"4,5";"9,8";"227,1";"4,5"
"271,0";"4,5";"9,9";"227,2";"4,5"
"271,0";"4,5";"9,9";"227,3";"4,5"
"271,1";"4,5";"9,9";"227,4";"4,5"
"271,1";"4,5";"9,9";"227,5";"4,5"
"271,1";"4,5";"9,9";"227,7";"4,5"
"271,1";"4,5";"9,9";"227,8";"4,5"
"271,1";"4,5";"9,9";"227,9";"4,5"
"271,2";"4,5";"9,9";"228,1";"4,5"
"271,2";"4,5";"9,9";"228,2";"4,5"
"271,2";"4,5";"9,9";"228,3";"4,5"
"271,2";"4,5";"9,9";"228,5";"4,5"
"271,2";"4,5";"9,9";"228,6";"4,5"
"271,3";"4,5";"9,9";"228,7";"4,5"
"271,3";"4,5";"9,9";"228,8";"4,5"
"271,3";"4,5";"9,9";"228,9";"4,5"
"271,3";"4,5";"9,9";"229,1";"4,5"
"271,3";"4,5";"9,9";"229,2";"4,5"
"271,4";"4,5";"9,9";"229,3";"4,5"
"271,4";"4,5";"10,0";"229,4";"4,5"
"271,4";"4,5";"10,0";"229,6";"4,5"
"271,4";"4,5";"10,0";"229,7";"4,5"
"271,4";"4,5";"10,0";"229,8";"4,5"
"271,5";"4,5";"10,0";"230,0";"4,5"
"271,5";"4,5";"10,0";"230,1";"4,5"
"271,5";"4,5";"10,0";"230,2";"4,5"
"271,5";"4,5";"10,0";"230,3";"4,5"
"271,5";"4,5";"10,0";"230,5";"4,5"
"271,6";"4,5";"10,0";"230,6";"4,5"
"271,6";"4,5";"10,0";"230,7";"4,5"
"271,6";"4,5";"10,0";"230,8";"4,5"
"271,6";"4,5";"10,0";"230,9";"4,5"
"271,6";"4,5";"10,0";"231,0";"4,5"
"271,7";"4,5";"10,0";"231,1";"4,5"
"271,7";"4,5";"10,0";"231,2";"4,5"
"271,7";"4,5";"10,0";"231,3";"4,5"
"271,7";"4,5";"10,0";"231,5";"4,5"
